iter	RMSE
146	2699.434376
147	2696.564763
148	2693.828025
149	2689.76285
150	2688.058835
151	2684.50855
152	2682.494906
153	2680.487494
154	2677.263065
155	2676.169814
156	2673.987757
157	2670.189587
158	2666.693378
159	2662.859414
160	2660.432795
161	2658.963765
162	2656.28721
163	2653.268774
164	2651.971297
165	2649.044352
166	2646.546104
167	2643.880777
168	2641.814208
169	2640.273362
170	2637.432631
171	2634.976524
172	2632.664887
173	2629.888773
174	2626.47071
175	2624.96672
176	2622.541754
177	2620.861565
178	2619.492442
179	2616.515553
180	2614.312843
181	2612.212832
182	2609.293116
183	2605.310693
184	2601.687911
185	2600.559329
186	2599.048512
187	2596.326847
188	2593.381161
189	2591.240939
190	2590.344081
191	2588.543472
192	2587.269023
193	2585.555873
194	2582.557695
195	2581.298125
196	2578.189199
197	2576.969357
198	2575.724547
199	2573.266624
200	2570.266377
201	2566.66671
202	2564.376978
203	2563.684766
204	2561.92036
205	2559.580459
206	2557.189236
207	2555.800415
208	2554.022639
209	2552.126095
210	2550.216336
211	2547.936415
212	2544.445188
213	2543.084526
214	2540.908024
215	2539.007482
216	2536.768691
217	2535.043361
218	2532.639317
219	2531.127959
220	2530.009466
221	2527.871042
222	2527.834748
223	2524.954966
224	2524.920708
225	2524.635561
226	2523.370123
227	2521.80166
228	2519.320455
229	2517.642907
230	2515.533529
231	2513.610843
232	2512.490561
233	2511.765365
234	2509.861653
235	2507.645524
236	2507.236025
237	2505.898392
238	2504.687109
239	2503.74501
240	2501.546655
241	2499.910598
242	2499.423635
243	2497.383798
244	2496.770118
245	2494.476364
246	2492.500841
247	2491.70585
248	2489.688547
249	2488.347661
250	2487.951588
251	2486.141744
252	2485.909828
253	2484.485924
254	2481.686411
255	2480.734013
256	2479.799702
257	2477.689149
258	2477.183417
259	2476.20852
260	2474.089794
261	2473.019629
262	2471.415994
263	2469.300543
264	2469.142603
265	2468.872454
266	2468.064767
267	2466.752661
268	2464.70639
269	2463.204094
270	2461.458264
271	2460.602447
272	2458.523997
273	2457.238492
274	2456.573888
275	2454.622292
276	2452.761512
277	2450.577453
278	2449.428752
279	2448.771119
280	2448.121393
281	2447.402238
282	2445.989967
283	2444.826979
284	2443.733147
285	2443.627926
286	2442.033417
287	2440.510073
288	2439.089713
289	2437.385541
290	2435.821005
291	2434.940512
292	2433.702633
293	2432.026528
294	2429.453585
295	2428.078425
296	2428.05376
297	2426.6839
298	2426.211789
299	2426.194046
300	2424.437417
301	2424.420503
302	2424.0309
303	2423.810078
304	2423.433424
305	2422.198405
306	2421.072607
307	2418.78326
308	2417.744036
309	2415.629616
310	2414.263098
311	2413.672887
312	2412.703291
313	2411.462271
314	2410.226912
315	2409.480716
316	2409.340995
317	2409.321985
318	2407.935044
319	2407.187582
320	2406.029455
321	2405.23015
322	2403.977214
323	2402.466353
324	2401.350591
325	2400.720942
326	2399.668771
327	2398.403344
328	2397.996013
329	2397.180285
330	2396.013999
331	2395.59996
332	2394.947561
333	2393.18092
334	2393.092527
335	2391.213312
336	2389.564748
337	2388.613102
338	2388.143248
339	2386.975894
340	2385.573879
341	2384.771201
342	2384.739161
343	2384.138969
344	2383.403788
345	2382.165091
346	2381.087927
347	2380.509565
348	2380.38471
349	2379.085424
350	2378.647791
351	2377.790217
352	2376.633938
353	2375.169206
354	2373.81084
355	2372.6677
356	2372.471053
357	2370.892665
358	2370.264088
359	2369.982464
360	2369.579614
361	2368.367422
362	2368.060047
363	2366.077861
364	2365.367262
365	2363.812761
366	2362.760169
367	2361.213976
368	2360.775948
369	2359.664749
370	2359.299988
371	2358.754688
372	2358.588875
373	2357.917427
374	2356.888091
375	2356.404927
376	2355.844292
377	2354.620803
378	2353.750849
379	2352.242308
380	2351.669675
381	2348.668479
382	2347.586892
383	2346.856138
384	2345.752775
385	2344.835624
386	2344.571184
387	2343.057407
388	2341.869311
389	2341.177946
390	2340.673498
391	2340.04025
392	2338.665805
393	2337.787077
394	2337.554849
395	2336.737815
396	2335.757254
397	2334.816919
398	2333.016641
399	2332.609345
400	2332.472344
401	2330.862071
402	2329.522104
403	2328.8385
404	2328.302141
405	2328.089211
406	2327.254779
407	2326.111909
408	2324.70909
409	2324.092395
410	2323.362146
411	2322.225336
412	2321.572784
413	2321.070382
414	2319.364935
415	2319.134752
416	2317.597079
417	2317.168507
418	2316.086806
419	2315.971344
420	2315.906838
421	2315.028737
422	2313.684028
423	2312.380794
424	2311.779503
425	2311.237678
426	2310.490124
427	2310.115851
428	2308.762045
429	2308.652156
430	2307.941541
431	2307.03783
432	2306.647675
433	2305.926681
434	2305.4006
435	2305.072758
436	2303.630268
437	2302.764425
438	2302.062986
439	2300.930381
440	2299.737197
441	2299.138232
442	2297.832461
443	2296.64476
444	2296.045255
445	2295.905979
446	2295.228582
447	2294.753264
448	2293.420001
449	2293.275108
450	2292.629278
451	2292.001196
452	2290.879582
453	2290.021368
454	2289.986946
455	2289.41548
456	2288.233456
457	2287.724278
458	2287.230864
459	2286.531154
460	2285.81449
461	2284.669838
462	2283.046437
463	2282.010667
464	2281.258293
465	2280.670661
466	2279.932349
467	2279.400766
468	2279.367841
469	2279.041467
470	2278.469545
471	2277.456092
472	2276.628625
473	2276.543136
474	2275.874373
475	2275.317706
476	2275.250229
477	2274.743819
478	2273.586002
479	2273.038022
480	2271.834888
481	2271.480059
482	2270.993159
483	2270.568075
484	2269.784222
485	2269.33653
486	2267.498679
487	2266.993932
488	2265.963228
489	2265.419237
490	2264.441121
491	2263.192391
492	2262.576899
493	2262.228578
494	2261.658178
495	2261.065963
496	2259.600888
497	2259.009577
498	2257.807337
499	2257.441319
500	2256.924571
501	2256.161407
502	2255.640251
503	2255.584101
504	2254.778957
505	2254.270238
506	2253.946809
507	2253.581094
508	2253.430191
509	2252.775304
510	2251.772129
511	2251.053128
512	2250.13517
513	2249.112701
514	2248.608484
515	2247.94343
516	2247.194865
517	2246.222106
518	2245.49767
519	2245.128841
520	2244.723636
521	2244.264177
522	2243.870545
523	2243.391916
524	2242.432134
525	2241.907195
526	2241.1545
527	2240.552562
528	2240.00207
529	2239.726206
530	2239.096603
531	2238.618717
532	2238.201355
533	2237.620913
534	2237.352926
535	2236.974663
536	2236.703156
537	2236.698665
538	2236.656569
539	2235.483065
540	2234.237592
541	2233.463715
542	2232.529395
543	2231.766399
544	2230.526068
545	2229.761386
546	2229.255047
547	2229.184518
548	2228.728837
549	2227.996876
550	2227.128907
551	2226.366663
552	2226.179457
553	2225.254913
554	2224.866864
555	2224.41761
556	2223.782952
557	2223.356854
558	2222.955793
559	2222.434235
560	2222.431297
561	2221.997803
562	2221.449747
563	2221.17484
564	2220.416279
565	2219.840361
566	2219.587823
567	2219.316874
568	2219.269658
569	2218.536539
570	2217.572415
571	2217.347351
572	2216.423735
573	2216.15858
574	2215.389818
575	2213.941094
576	2212.987767
577	2212.465042
578	2212.014782
579	2211.78808
580	2211.344191
581	2210.386685
582	2209.754693
583	2209.08963
584	2208.073734
585	2207.20725
586	2206.913051
587	2206.518276
588	2206.456779
589	2205.497667
590	2205.117814
591	2204.329688
592	2203.54111
593	2203.034118
594	2202.219937
595	2201.782975
596	2201.063295
597	2201.02621
598	2200.69087
599	2200.268234
600	2199.580782
601	2199.268977
602	2199.027116
603	2198.699396
604	2198.278424
605	2197.867795
606	2197.05149
607	2196.677313
608	2196.567113
609	2196.558194
610	2196.403591
611	2196.166592
612	2195.292392
613	2194.76543
614	2194.317655
615	2194.284718
616	2193.536887
617	2193.116125
618	2192.776629
619	2192.287069
620	2191.787767
621	2191.512853
622	2190.369469
623	2190.365071
624	2189.889511
625	2189.77025
626	2189.096725
627	2187.547779
628	2187.202156
629	2186.830289
630	2186.164699
631	2185.645117
632	2185.412639
633	2185.225546
634	2184.710952
635	2184.457645
636	2183.58113
637	2183.031995
638	2182.168848
639	2181.787545
640	2180.975053
641	2180.587379
642	2179.8159
643	2179.2866
644	2178.887074
645	2178.743342
646	2178.345555
647	2178.13838
648	2178.106068
649	2177.75943
650	2177.704647
651	2177.301029
652	2176.309524
653	2175.873972
654	2175.519225
655	2175.109216
656	2174.538755
657	2173.846091
658	2173.673167
659	2173.299127
660	2172.676367
661	2172.137379
662	2172.040567
663	2171.76839
664	2171.137547
665	2170.546571
666	2170.092725
667	2169.682177
668	2169.527285
669	2169.500127
670	2168.996515
671	2168.66926
672	2168.385134
673	2167.881948
674	2167.73139
675	2167.422437
676	2167.176303
677	2166.786618
678	2166.28008
679	2165.923404
680	2164.899397
681	2164.569106
682	2163.791384
683	2163.4492
684	2162.558483
685	2161.775259
686	2161.47507
687	2160.878214
688	2160.128217
689	2159.319504
690	2159.091717
691	2158.245127
692	2157.891911
693	2157.1204
694	2156.206155
695	2155.657586
696	2154.983164
697	2154.081163
698	2153.455328
699	2153.187425
700	2152.983129
701	2152.630605
702	2152.08786
703	2151.32766
704	2150.766648
705	2150.69507
706	2150.23447
707	2149.931572
708	2149.771914
709	2149.1444
710	2148.94897
711	2148.819859
712	2148.541086
713	2148.386833
714	2148.182719
715	2148.012949
716	2147.962308
717	2147.616117
718	2147.070258
719	2146.529485
720	2146.422951
721	2145.994699
722	2145.330415
723	2145.082113
724	2144.592409
725	2144.194773
726	2143.535868
727	2143.152182
728	2142.247932
729	2141.749016
730	2140.959178
731	2140.502986
732	2140.04127
733	2139.912098
734	2139.644386
735	2139.080657
736	2138.750776
737	2138.437695
738	2137.88857
739	2137.398161
740	2137.085019
741	2136.843159
742	2136.54081
743	2136.210396
744	2135.821719
745	2135.449781
746	2134.359657
747	2133.992623
748	2133.508362
749	2133.33082
750	2133.187579
751	2132.672802
752	2132.348732
753	2131.903147
754	2131.6729
755	2130.939279
756	2130.695372
757	2129.74734
758	2129.434147
759	2128.689916
760	2128.456774
761	2127.78131
762	2127.54128
763	2127.219861
764	2127.19675
765	2126.686251
766	2126.101703
767	2125.941706
768	2125.544132
769	2125.063417
770	2124.679008
771	2124.025207
772	2123.249067
773	2123.143371
774	2122.994536
775	2122.847675
776	2122.216144
777	2121.833646
778	2121.525561
779	2121.364497
780	2120.683105
781	2120.4061
782	2120.123071
783	2119.937073
784	2119.66573
785	2119.351568
786	2119.018304
787	2118.232704
788	2117.950777
789	2117.532222
790	2117.32314
791	2116.942414
792	2116.668017
793	2115.913173
794	2115.698975
795	2115.50473
796	2115.013016
797	2114.728776
798	2114.151133
799	2113.256888
800	2113.109106
801	2112.974134
802	2112.30151
803	2112.066816
804	2111.768281
805	2111.274195
806	2111.028599
807	2110.769582
808	2110.378645
809	2110.215598
810	2109.699126
811	2109.336931
812	2109.060229
813	2108.408272
814	2108.106033
815	2107.402272
816	2107.180285
817	2106.958044
818	2106.601391
819	2106.364137
820	2106.148044
821	2105.733918
822	2105.419323
823	2104.70824
824	2104.169395
825	2103.676272
826	2103.156489
827	2102.701679
828	2102.513895
829	2102.124454
830	2101.779172
831	2101.1759
832	2100.906
833	2100.628731
834	2099.969246
835	2099.719737
836	2099.387799
837	2098.951798
838	2098.384091
839	2097.772498
840	2097.45738
841	2096.65284
842	2096.247814
843	2096.159517
844	2095.439792
845	2095.278695
846	2095.000596
847	2094.642379
848	2094.121523
849	2093.968652
850	2093.686146
851	2093.428772
852	2093.151821
853	2093.019604
854	2092.810116
855	2092.721275
856	2091.963525
857	2091.389008
858	2091.005205
859	2090.846087
860	2090.66368
861	2090.337163
862	2089.546656
863	2089.363121
864	2088.904981
865	2088.663037
866	2088.451499
867	2087.784358
868	2087.565264
869	2087.091399
870	2086.652388
871	2086.562091
872	2086.387353
873	2086.026185
874	2085.716151
875	2085.198216
876	2084.649886
877	2084.501338
878	2084.267431
879	2083.528086
880	2083.393927
881	2083.204045
882	2082.813986
883	2082.538625
884	2082.010767
885	2081.896996
886	2081.895258
887	2081.411801
888	2081.088022
889	2080.757165
890	2080.016892
891	2079.712459
892	2079.104158
893	2078.945255
894	2078.580495
895	2078.381603
896	2077.994044
897	2077.366391
898	2077.148492
899	2076.968931
900	2076.801291
901	2076.344141
902	2076.342664
903	2075.857799
904	2075.375121
905	2075.222097
906	2074.89091
907	2074.706735
908	2074.642703
909	2074.450863
910	2074.296746
911	2074.092051
912	2073.849855
913	2073.848182
914	2073.496165
915	2072.893878
916	2072.625699
917	2072.548
918	2072.290874
919	2072.155014
920	2071.82757
921	2071.218947
922	2070.855648
923	2070.614053
924	2070.299588
925	2070.115785
926	2069.257072
927	2069.046803
928	2068.831513
929	2068.689681
930	2068.557768
931	2068.30661
932	2067.645306
933	2067.235838
934	2067.193798
935	2067.077317
936	2066.704276
937	2066.55072
938	2066.050217
939	2065.709707
940	2065.303813
941	2064.827721
942	2064.373337
943	2064.006081
944	2063.422418
945	2063.281736
946	2063.023129
947	2062.514967
948	2062.041938
949	2061.929367
950	2061.627627
951	2061.183064
952	2060.732053
953	2060.619426
954	2060.491287
955	2060.154165
956	2059.738936
957	2059.603232
958	2059.229905
959	2059.13864
960	2058.982869
961	2058.380731
962	2058.29522
963	2058.061168
964	2057.869924
965	2057.702555
966	2057.517966
967	2057.336338
968	2056.949542
969	2056.806731
970	2056.642827
971	2056.371533
972	2056.075676
973	2055.793284
974	2055.432894
975	2055.367911
976	2055.217685
977	2054.891871
978	2054.494563
979	2054.356111
980	2053.919041
981	2053.487888
982	2053.311557
983	2052.805092
984	2052.413992
985	2052.208114
986	2051.848006
987	2051.62425
988	2051.396066
989	2050.78404
990	2050.633579
991	2050.401694
992	2050.253274
993	2049.858752
994	2049.507119
995	2049.193476
996	2048.70828
997	2048.477566
998	2048.273088
999	2048.017033
